Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
116	Misc_116	Miscellaneous	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Cerebral cortex: 93.4%, Amygdala: 3.3%, Basal forebrain: 2.6%	Human Idg: 22.6%, Human A38: 12.2%, Human M1C: 8.3%	ERG, MIR548XHG, ABCB11, CSN1S1, ATP6V1C2, AC016074.2, MIR1-1HG-AS1, FEZF2, POU3F1, AL158058.2	1341	0.100915095	43364.54064	0.723728434	0.003902777	468	293	580	0	0.43251305	3
117	L5ET_117	Miscellaneous	NEUR	VGLUT1	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS	L5-ET VonEcon	N/A	Cerebral cortex: 82.3%, Basal forebrain: 7.9%, Hypothalamus: 7.7%	Human ACC: 23.6%, Human FI: 16.3%, Human AON: 14.0%	ABCB11, AC016074.2, ATP6V1C2, MIR548XHG, GABRQ, LINC00607, AP003062.2, LINC02717, FEZF2, AC068787.2	2655	0.062589078	49616.19548	0.742684618	0.005575297	948	526	1181	0	0.444821092	3
118	L5ET_118	Miscellaneous	NEUR	VGLUT1	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG UBL VGF proSAAS	L5-ET	N/A	Hippocampus: 60.6%, Cerebral cortex: 26.6%, Midbrain: 11.9%	Human Sub: 36.7%, Human TH-TL: 23.9%, Human SC: 11.9%	CSN1S1, ERG, AC005482.1, ATP6V1C2, SLC5A7, LINC02433, LINC00607, ABCB11, POU3F1, EHF	109	0.088401963	20807.87156	0.699055932	0.003957786	44	44	21	0	0.403669725	3
119	CA13_119	Hippocampal CA1-3	NEUR	VGLUT1	ADCYAP CHGA CHGB NAMPT NTS NUCB NXPH PYY SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 97.3%, Amygdala: 1.5%, Cerebral cortex: 1.3%	Human CA1: 27.4%, Human CA2U-CA3U: 17.2%, Human CA1-2R: 16.5%	LINC00607, ADAM2, AC012668.3, ATP6V1C2, AL138694.1, AL356807.1, GFRA1, CLPSL1, AC092661.1, FEZF2	6827	0.026160525	58303.68405	0.722950929	0.002203009	2276	1264	3202	85	0.469020067	4
120	ULIT_120	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 91.5%, Hypothalamus: 4.6%, Basal forebrain: 2.9%	Human FI: 14.3%, Human M1C: 13.2%, Human ACC: 12.6%	GLP2R, LINC02248, LINC02306, AC009878.2, LINC01622, CBLN2, SLCO2A1, TTC6, LINC01378, AL132633.1	21417	0.035686572	27253.53406	0.729577394	0.002876639	6191	5446	9247	533	0.431759817	4
121	ULIT_121	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 91.7%, Amygdala: 3.9%, Basal forebrain: 2.7%	Human A38: 13.5%, Human TH-TL: 11.4%, Human MTG: 9.6%	MUC19, LINC01331, GLP2R, AL136985.3, TTC6, AC009878.2, LINC02248, AC011287.2, LINC01622, AL353604.1	36308	0.040823383	29803.97053	0.736498173	0.003345146	11222	10952	13787	347	0.379723477	4
122	ULIT_122	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		L2/3 IT	Cerebral cortex: 93.9%, Basal forebrain: 2.6%, Hippocampus: 1.7%	Human MTG: 13.0%, Human Ig: 10.2%, Human TF: 8.4%	LINC01500, CASP4LP, LINC01484, AC097512.1, PDGFD, ART3, MUC19, AC093607.1, AC021613.1, AL353604.1	29434	0.025532989	17447.9451	0.708433522	0.003875684	9134	9088	10834	378	0.368077733	4
123	ULIT_123	Upper-layer intratelencephalic	NEUR	VGLUT1	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		L2/3 IT	Cerebral cortex: 99.2%, Hippocampus: 0.4%, Basal forebrain: 0.3%	Human A5-A7: 8.0%, Human V2: 7.9%, Human A40: 6.9%	LINC02263, AP001994.2, LINC02306, LINC00507, LINC00508, AC021613.1, ART3, AC110614.1, LINC01484, COL5A1	55595	0.026142319	16392.09271	0.687256813	0.004707208	16545	17243	20761	1046	0.373432863	4
124	ULIT_124	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 98.9%, Basal forebrain: 0.5%, Hippocampus: 0.2%	Human MTG: 12.5%, Human A44-A45: 10.1%, Human A13: 9.0%	LINC00507, LINC00508, AC097512.1, AC110614.1, LINC02263, LINC02306, LINC00326, AC092440.1, AC093607.1, AC110014.1	28224	0.042618753	24822.08617	0.723312504	0.003042366	8059	7392	12201	572	0.432291667	4
125	ULIT_125	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 98.3%, Basal forebrain: 0.9%, Amygdala: 0.4%	Human MTG: 12.0%, Human V2: 10.3%, Human A5-A7: 9.0%	LINC02306, AC110614.1, LINC00507, LINC00326, AC097512.1, LINC00508, AC092440.1, AL132633.1, CYP1B1, AC093607.1	13397	0.058026878	26952.32657	0.707182983	0.004876277	4014	3841	5305	237	0.395984176	4
126	ULIT_126	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 90.8%, Basal forebrain: 3.3%, Hypothalamus: 2.9%	Human FI: 8.2%, Human ACC: 7.9%, Human A25: 7.1%	LINC01090, ADAMTS9-AS1, AC117453.1, AJ009632.2, ADGRF5, AC110014.1, LINC00390, LINC02301, AC060765.1, LINC01478	36970	0.048449491	41240.34704	0.752997423	0.003253079	10787	9117	16304	762	0.441006221	4
127	ULIT_127	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 90.2%, Basal forebrain: 4.2%, Amygdala: 3.4%	Human A38: 10.6%, Human ACC: 9.3%, Human FI: 9.0%	ADGRF5, AC018697.1, CARM1P1, AC124290.1, AL162493.1, AJ009632.2, AC124290.2, AC092848.2, AC117453.1, AC115100.1	10430	0.039532519	41706.25628	0.756078306	0.003042864	3227	2937	4160	106	0.398849473	4
128	ULIT_128	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		L2/3 IT	Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%	Human M1C: 73.1%, Human S1C: 17.9%, Human A32: 4.1%	AJ009632.2, MIR3976HG, LAMA2, TWIST1, VIPR2, AC087883.2, LINC02055, COL5A2, AL138694.1, SCTR	10650	0.024745107	23508.71333	0.707929811	0.004109054	2288	2573	5172	617	0.485633803	4
129	ULIT_129	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 99.1%, Hippocampus: 0.4%, Basal forebrain: 0.4%	Human MTG: 14.4%, Human A44-A45: 8.5%, Human A46: 6.7%	LINC02296, LINC00326, AC110014.1, AC016598.2, AJ009632.2, LINC01478, AC016598.1, AC008696.2, LINC00508, LINC00507	46343	0.045085703	33171.36204	0.718090154	0.003818656	12733	12617	19015	1978	0.410310079	4
130	ULIT_130	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 97.8%, Amygdala: 0.7%, Basal forebrain: 0.7%	Human A29-A30: 18.1%, Human MTG: 12.0%, Human A23: 7.7%	AC008568.1, AC025839.1, LINC02296, AJ009632.2, SLC38A11, AL117329.1, ENPEP, MIR3976HG, AC016598.2, MFGE8	25496	0.039900687	27164.86245	0.687465533	0.00876547	7574	7572	9260	1090	0.363194227	4
131	ULIT_131	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%	Human M1C: 71.0%, Human S1C: 11.1%, Human A43: 3.7%	AC092353.2, LINC02306, MIR3976HG, AL132633.1, AC018742.1, AC087883.2, LAMA2, AL450313.1, DPP4, LINC01965	22050	0.033160174	28230.67732	0.718287483	0.002788387	4440	4261	9278	4071	0.420770975	4
132	Misc_132	Miscellaneous	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		N/A	Cerebral cortex: 98.4%, Hippocampus: 0.8%, Midbrain: 0.8%	Human A29-A30: 90.9%, Human Pro: 5.1%, Human M1C: 1.2%	CD53, DPP4, AC060765.1, LINC01721, AC112770.1, AL157769.1, VIPR2, PCSK1, AC016687.2, QRFPR	492	0.021849593	13983.1565	0.582764537	0.017229974	74	114	298	6	0.605691057	4
133	ULIT_133	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		N/A	Cerebral cortex: 100.0%, Basal forebrain: 0.0%, Hypothalamus: 0.0%	Human V1C: 62.9%, Human V2: 17.6%, Human Pro: 14.7%	LINC02388, AC112770.1, AC092448.1, AC126182.3, VIPR2, TRPC3, AC020637.1, IGFBP2, SLC38A11, LINC02296	20086	0.044205747	18991.86976	0.646127275	0.009472771	7773	5686	6160	467	0.38698596	4
134	ULIT_134	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 99.3%, Hippocampus: 0.5%, Basal forebrain: 0.2%	Human M1C: 13.0%, Human MTG: 9.4%, Human A29-A30: 8.2%	AL157769.1, LINC02444, VIPR2, LINC01721, COBLL1, CCDC168, CCDC68, LINC02296, SLC38A11, AC246817.1	12095	0.035572452	25786.95271	0.699069054	0.005701382	2982	3565	4049	1499	0.334766432	4
135	ULIT_135	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB GAL NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%	Human M1C: 10.7%, Human A1C: 7.5%, Human MTG: 6.2%	LINC01915, COL22A1, AL353811.1, LINC01164, IZUMO3, AL157769.1, LINC01781, ITGA11, TWIST2, AC008459.1	28248	0.031151113	20922.41037	0.709803871	0.005721014	7414	8077	11454	1303	0.405480034	4
136	DLIT_136	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB CRH NAMPT NUCB PYY SCG UBL UCN VGF proSAAS		N/A	Amygdala: 54.6%, Cerebral cortex: 36.2%, Hypothalamus: 8.6%	Human CoA: 54.6%, Human AON: 28.3%, Human HTHso: 8.6%	AC099517.1, LINC02196, AC079380.1, LINC02465, AL138927.1, AC073578.2, AL450352.1, ARHGAP15, TNNT2, LINC02378	152	0.041641996	47993.28947	0.743366607	0.007132181	14	7	130	1	0.855263158	4
137	DLIT_137	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB CRH NAMPT NUCB SCG UBL UCN VGF proSAAS		L5 IT	Cerebral cortex: 94.4%, Basal forebrain: 2.1%, Hippocampus: 1.9%	Human MTG: 7.5%, Human A13: 5.6%, Human M1C: 4.6%	LINC02196, AC099517.1, AC079380.1, AC073578.2, ADGRL4, PKD2L1, AC021134.1, AL450352.1, TRIM22, ARHGAP15	17737	0.033748944	24536.47601	0.708154042	0.005179249	5267	5364	6590	516	0.371539719	4
138	ULIT_138	Upper-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		L4 IT	Cerebral cortex: 96.4%, Basal forebrain: 1.2%, Hippocampus: 1.2%	Human MTG: 14.3%, Human V2: 5.2%, Human A19: 4.5%	AL450352.1, AC073578.2, AC112770.1, AC016687.2, LINC01721, AP003066.1, SCHLAP1, COBLL1, AL355672.1, VIPR2	58263	0.019386493	18562.62134	0.670376718	0.007443316	16367	18645	22075	1176	0.378885399	4
139	DLIT_139	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L5 IT	Cerebral cortex: 95.2%, Basal forebrain: 1.9%, Hippocampus: 1.5%	Human MTG: 12.0%, Human M1C: 7.8%, Human A43: 4.4%	AC016687.2, AC016687.3, AP003066.1, AL033539.2, AC099517.1, AC073578.2, Z68323.1, AC060765.2, AC021134.1, RCSD1	24657	0.026565668	23385.0842	0.689132591	0.007590162	6690	7447	9361	1159	0.379648781	4
140	DLIT_140	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		N/A	Cerebral cortex: 99.2%, Hippocampus: 0.5%, Basal forebrain: 0.2%	Human M1C: 11.6%, Human V1C: 8.4%, Human MTG: 7.5%	AC016687.2, LINC01680, AP003066.1, AL138927.1, AC016687.3, AL033539.2, AC023503.1, AC060765.2, AC073091.1, AL353709.1	12455	0.026019653	21920.07354	0.661278262	0.009218402	3428	4047	4309	671	0.345965476	4
141	DLIT_141	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CCK CHGA CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS		L4 IT	Cerebral cortex: 95.4%, Basal forebrain: 2.0%, Hippocampus: 1.4%	Human MTG: 7.9%, Human Ig: 6.0%, Human TF: 5.7%	AP003066.1, AC080079.2, BARX2, LINC01680, AL033539.2, AL353709.1, AL138927.1, AC073091.1, AC073091.2, TRABD2A	9992	0.022691433	19747.71077	0.674918596	0.007554783	2896	3058	3702	336	0.370496397	4
142	DLIT_142	Deep-layer intratelencephalic	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L5 IT	Cerebral cortex: 96.0%, Hippocampus: 1.3%, Basal forebrain: 1.2%	Human M1C: 26.9%, Human MTG: 11.3%, Human S1C: 4.8%	AC099517.1, Z68323.1, ADTRP, AC060765.2, AC021594.2, AL022724.3, AL359636.2, AL391117.1, AC008127.1, ALPL	14326	0.061459576	41713.66446	0.729988162	0.005153202	3200	3844	5803	1479	0.405067709	4
143	DLIT_143	Deep-layer intratelencephalic	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L5 IT	Cerebral cortex: 89.0%, Basal forebrain: 4.2%, Amygdala: 4.2%	Human MEC: 14.2%, Human ACC: 10.5%, Human A38: 9.9%	AC021134.1, Z68323.1, AL033539.2, AC079052.1, AC021134.2, LINC01821, TRABD2A, LINC01606, ADTRP, LINC01320	13468	0.038692578	44976.77287	0.755768804	0.00344533	3683	4143	5165	477	0.383501634	4
144	DLIT_144	Deep-layer intratelencephalic	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L5 IT	Cerebral cortex: 96.2%, Basal forebrain: 1.4%, Amygdala: 1.2%	Human MTG: 13.0%, Human M1C: 10.4%, Human A43: 5.0%	AC021134.1, AL033539.2, TRABD2A, AC079052.1, AL138927.1, LINC01680, AL158835.1, AC073091.1, AL445207.1, Z68323.1	27079	0.031161775	30471.2311	0.71327384	0.005842368	7697	8213	9885	1284	0.365043022	4
145	DLIT_145	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Cerebral cortex: 65.1%, Hippocampus: 19.6%, Amygdala: 15.0%	Human MEC: 29.7%, Human LEC: 27.4%, Human Sub: 15.1%	AC079163.2, ONECUT1, AC016987.1, LINC02237, TWIST1, LINC01320, DCN, AGBL1, MYBPC1, CLEC19A	4953	0.038479783	56642.0961	0.756242208	0.002280743	774	1271	2887	21	0.582879063	4
146	DLIT_146	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		N/A	Amygdala: 65.4%, Cerebral cortex: 33.1%, Hypothalamus: 0.8%	Human Pir: 22.2%, Human CEN: 19.8%, Human BL: 17.2%	CCN4, STPG2-AS1, AC105450.1, LINC00683, ATP10A, SNTG2, UCMA, TMEM244, FGF10, LINC02008	5654	0.032011079	35795.01733	0.781448517	0.003018439	1160	2464	1988	42	0.435797665	4
147	DLIT_147	Deep-layer intratelencephalic	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		N/A	Cerebral cortex: 65.1%, Amygdala: 19.4%, Basal forebrain: 11.8%	Human Cla: 9.4%, Human FI: 6.8%, Human Idg: 5.9%	CCN4, TMEM233, AP000331.1, THEMIS, AC079163.2, RXFP2, VIT, AC011754.1, SH2D1B, PXDN	13265	0.040905014	33193.0821	0.751218085	0.004197375	3948	4667	4291	359	0.351828119	4
148	DLIT_148	Deep-layer intratelencephalic	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L6 IT	Cerebral cortex: 85.2%, Basal forebrain: 6.0%, Amygdala: 5.0%	Human MTG: 7.7%, Human ACC: 7.4%, Human FI: 6.6%	LINC00343, AC011754.1, THEMIS, TMEM233, AL356432.3, AC092131.1, AC079163.2, AC004917.1, AC015943.1, SH2D1B	16196	0.030169356	36001.95345	0.739723218	0.003713576	5064	4918	5439	775	0.33582366	4
149	DLIT_149	Deep-layer intratelencephalic	NEUR	VGLUT1	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		L6 IT	Cerebral cortex: 98.6%, Basal forebrain: 0.6%, Hippocampus: 0.5%	Human M1C: 24.6%, Human MTG: 8.2%, Human S1C: 6.3%	THEMIS, LINC00343, AL356432.3, SH2D1B, AC011754.1, AC099517.1, ISLR, MIR3976HG, AC079380.1, AL117329.1	31428	0.026414231	29943.22875	0.709564845	0.005135723	8138	9131	10473	3686	0.333237877	4
150	DLIT_150	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS		L6 IT Car3	Cerebral cortex: 95.3%, Hippocampus: 2.2%, Basal forebrain: 1.3%	Human M1C: 11.9%, Human MTG: 7.3%, Human A23: 4.7%	SMYD1, OLFML2B, SMIM32, POSTN, THEMIS, AL136119.1, MCTP2, GAS2L3, AL356432.3, NTNG2	12307	0.034325742	24651.3849	0.724110223	0.004142091	3834	3553	4341	579	0.352726091	4
151	DLIT_151	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2 VGLUT3	CBLN CCK CHGA CHGB NAMPT NUCB PYY SCG UBL VGF proSAAS		L6 IT Car3	Cerebral cortex: 44.8%, Amygdala: 33.6%, Basal forebrain: 21.4%	Human Cla: 20.0%, Human CEN: 18.2%, Human Pir: 10.5%	SMYD1, AC073225.1, AL136119.1, AL512452.1, ATP10A, NTNG2, CCN4, SMIM32, THEMIS, STPG2-AS1	18750	0.029698063	34872.03669	0.758248049	0.00567415	4658	8115	5527	450	0.4328	4
152	DLIT_152	Deep-layer intratelencephalic	NEUR	VGLUT1 VGLUT2 VGLUT3	CBLN CCK CHGA CHGB NAMPT NUCB PYY SCG UBL UCN VGF proSAAS		L6 IT Car3	Basal forebrain: 76.2%, Amygdala: 19.9%, Cerebral cortex: 3.8%	Human Cla: 70.7%, Human CEN: 17.6%, Human Pu: 5.6%	AC012593.2, ANXA1, SMIM32, LINC01876, AC074099.1, LINC02505, AC112481.2, PLA2G4A, SMYD1, AL136119.1	6048	0.039769845	38763.39683	0.74330317	0.00748168	1962	2105	1921	60	0.348048942	4
153	Amex_153	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB NAMPT NUCB UBL VGF proSAAS		N/A	Amygdala: 93.4%, Hippocampus: 5.3%, Cerebral cortex: 1.3%	Human BL: 77.7%, Human La: 9.7%, Human CA1U-CA2U-CA3U: 5.3%	LINC02770, DCSTAMP, AC005909.2, AC068112.1, LINC01903, AL445207.1, AC022655.1, TG, PPP1R1C, LINC02073	2227	0.032059019	26747.82084	0.771839461	0.003779643	635	455	1137	0	0.510552313	3
154	Amex_154	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS		N/A	Amygdala: 87.5%, Cerebral cortex: 6.8%, Hippocampus: 5.7%	Human BL: 55.4%, Human La: 20.5%, Human BM: 8.2%	DCSTAMP, AL445207.1, PTGER3, AC005909.2, LINC01821, SMIM36, AC099517.1, AC018742.1, AC022655.1, AC004704.1	7970	0.039110517	31810.68758	0.798425743	0.003632108	2914	1461	3592	3	0.450690088	4
155	Amex_155	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH PYY UBL VGF proSAAS		N/A	Amygdala: 99.6%, Cerebral cortex: 0.2%, Hippocampus: 0.2%	Human La: 77.0%, Human BL: 17.2%, Human CEN: 5.2%	AC005909.2, LINC02770, AL445207.1, LINC01903, AC099517.1, AC022655.1, DCSTAMP, AC068112.1, LINC01821, AC115100.1	11716	0.042771446	30655.68829	0.817964291	0.003045273	5185	1728	4798	5	0.442557187	4
156	Amex_156	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB NAMPT NUCB VGF proSAAS		N/A	Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%	Human CMN: 38.0%, Human BL: 24.7%, Human CA1U-CA2U-CA3U: 16.5%	CAPN8, TACR3, TG, AC099565.1, CERS3-AS1, TRHR, AL392086.3, AL136985.3, AL136441.1, DSP	5433	0.023802855	17264.51629	0.747636851	0.004328513	922	2021	2486	4	0.457574084	4
157	Amex_157	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB NAMPT NUCB UBL VGF proSAAS		N/A	Amygdala: 65.8%, Cerebral cortex: 28.7%, Hippocampus: 5.5%	Human BL: 31.3%, Human BM: 23.4%, Human Pir: 14.2%	TG, CERS3-AS1, AC099565.1, CAPN8, AL136441.1, SLA, MOXD1, DSP, AL136985.3, SEMA3D	14855	0.028101078	20742.4105	0.730435677	0.002669039	2325	6301	6218	11	0.424166947	4
158	Amex_158	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Amygdala: 68.1%, Cerebral cortex: 25.8%, Hippocampus: 6.0%	Human CMN: 38.7%, Human BM: 16.0%, Human CoA: 12.6%	TACR3, TG, AC002480.2, SEMA3D, ALKAL2, TRHR, NPFFR2, LINC01865, GPC4, WDR86	6409	0.041368165	34879.25854	0.753273493	0.004134786	1712	1335	3362	0	0.524574817	3
159	Amex_159	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Amygdala: 80.8%, Cerebral cortex: 17.6%, Hippocampus: 1.3%	Human CMN: 32.2%, Human BM: 26.7%, Human CEN: 17.3%	POSTN, AC018742.1, LINC02653, AL583785.1, DCSTAMP, PWWP3B, NPFFR2, AL139340.1, KCNG1, AC068633.1	2148	0.057777425	42267.24488	0.7889026	0.006872044	751	380	1016	1	0.472998138	4
160	Amex_160	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB UBL UCN VGF proSAAS		N/A	Amygdala: 90.3%, Cerebral cortex: 8.9%, Hippocampus: 0.8%	Human BL: 49.4%, Human BM: 21.7%, Human CMN: 13.3%	TFAP2D, DCSTAMP, PTGER3, LINC00334, TG, KLK7, NPFFR2, PLEKHG4B, FAM9B, MSC-AS1	7244	0.048657213	34824.56157	0.7729732	0.003410143	2888	1702	2653	1	0.398674765	4
161	Amex_161	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB GRP NAMPT NUCB NXPH PDYN SCG UBL UCN VGF proSAAS		N/A	Amygdala: 66.2%, Cerebral cortex: 31.6%, Hippocampus: 1.3%	Human CMN: 57.7%, Human Pir: 21.2%, Human A35-A36: 10.4%	MEPE, P2RX2, OTOF, MOXD1, CARM1P1, TG, S100Z, MS4A8, LINC02338, CNGB1	7442	0.045124581	40807.43281	0.779657338	0.006347801	1787	1125	4530	0	0.608707337	3
162	Amex_162	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CART CBLN CCK CHGA CHGB GRP NAMPT NUCB UBL proSAAS		N/A	Amygdala: 84.9%, Hippocampus: 8.9%, Cerebral cortex: 6.2%	Human BL: 29.2%, Human CMN: 27.0%, Human BM: 25.5%	AC018742.1, POSTN, MEPE, MCOLN3, P2RX2, LINC01885, LINC01606, AC009411.2, DCDC2C, SYTL1	807	0.067318608	33963.67658	0.770085382	0.005401503	122	164	521	0	0.645600991	3
163	CA13_163	Hippocampal CA1-3	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS		N/A	Amygdala: 93.5%, Hippocampus: 5.9%, Hypothalamus: 0.4%	Human CMN: 92.3%, Human CA1U-CA2U-CA3U: 4.9%, Human BM: 1.2%	POSTN, DCN, GPC3, TACR3, LINC02163, AC068759.1, AC004862.1, LINC01606, IGFBP3, AC002480.2	492	0.044695122	36554.66463	0.762326759	0.00605194	92	7	393	0	0.798780488	3
164	Misc_164	Miscellaneous	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH UBL VGF proSAAS		N/A	Cerebral cortex: 66.8%, Amygdala: 18.2%, Hippocampus: 15.0%	Human LEC: 42.3%, Human Pir: 23.8%, Human Sub: 15.0%	TMEM45B, LINC02752, LINC02105, BARX2, AC005482.1, DSC3, COL6A2, LINC01482, LINC02653, HMCN2	659	0.045007587	32845.15933	0.780986712	0.004444021	106	162	391	0	0.593323217	3
